County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000",Average Annual Count,Recent Trend,Recent 5-Year Trend ([trend note]) in Incidence Rates
"Pondera County, Montana(6)",30073,Rural,* ,3 or fewer,*,*
"Pope County, Illinois(7)",17151,Rural,* ,3 or fewer,*,*
"Pope County, Minnesota(6)",27121,Rural,* ,3 or fewer,*,*
"Poquoson City, Virginia(6)",51735,Urban,* ,3 or fewer,*,*
"Porter County, Indiana(6)",18127,Urban,data not available ,data not available,data not available,data not available
"Posey County, Indiana(6)",18129,Urban,data not available ,data not available,data not available,data not available
"Pottawatomie County, Kansas(6)",20149,Urban,data not available ,data not available,data not available,data not available
"Potter County, Pennsylvania(6)",42105,Rural,* ,3 or fewer,*,*
"Potter County, South Dakota(6)",46107,Rural,* ,3 or fewer,*,*
"Powder River County, Montana(6)",30075,Rural,* ,3 or fewer,*,*
"Powell County, Montana(6)",30077,Rural,* ,3 or fewer,*,*
"Power County, Idaho(7)",16077,Rural,* ,3 or fewer,*,*
"Prairie County, Arkansas(6)",5117,Rural,* ,3 or fewer,*,*
"Prairie County, Montana(6)",30079,Rural,* ,3 or fewer,*,*
"Pratt County, Kansas(6)",20151,Rural,data not available ,data not available,data not available,data not available
"Presidio County, Texas(7)",48377,Rural,* ,3 or fewer,*,*
"Presque Isle County, Michigan(6)",26141,Rural,* ,3 or fewer,*,*
"Prince of Wales-Hyder Census Area, Alaska(6)",2198,Rural,* ,3 or fewer,*,*
"Pulaski County, Georgia(7)",13235,Rural,* ,3 or fewer,*,*
"Pulaski County, Illinois(7)",17153,Rural,* ,3 or fewer,*,*
"Pulaski County, Indiana(6)",18131,Rural,data not available ,data not available,data not available,data not available
"Pushmataha County, Oklahoma(6)",40127,Rural,* ,3 or fewer,*,*
"Putnam County, Illinois(7)",17155,Rural,* ,3 or fewer,*,*
"Putnam County, Indiana(6)",18133,Rural,data not available ,data not available,data not available,data not available
"Putnam County, Missouri(6)",29171,Rural,* ,3 or fewer,*,*
"Quay County, New Mexico(7)",35037,Rural,* ,3 or fewer,*,*
"Quitman County, Georgia(7)",13239,Rural,* ,3 or fewer,*,*
"Radford City, Virginia(6)",51750,Urban,* ,3 or fewer,*,*
"Ralls County, Missouri(6)",29173,Rural,* ,3 or fewer,*,*
"Ramsey County, North Dakota(6)",38071,Rural,* ,3 or fewer,*,*
"Randolph County, Georgia(7)",13243,Rural,* ,3 or fewer,*,*
"Randolph County, Indiana(6)",18135,Rural,data not available ,data not available,data not available,data not available
"Ransom County, North Dakota(6)",38073,Rural,* ,3 or fewer,*,*
"Rappahannock County, Virginia(6)",51157,Urban,* ,3 or fewer,*,*
"Rawlins County, Kansas(6)",20153,Rural,data not available ,data not available,data not available,data not available
"Reagan County, Texas(7)",48383,Rural,* ,3 or fewer,*,*
"Real County, Texas(7)",48385,Rural,* ,3 or fewer,*,*
"Red Lake County, Minnesota(6)",27125,Rural,* ,3 or fewer,*,*
"Red River Parish, Louisiana(7)",22081,Rural,* ,3 or fewer,*,*
"Red Willow County, Nebraska(6)",31145,Rural,* ,3 or fewer,*,*
"Reno County, Kansas(6)",20155,Rural,data not available ,data not available,data not available,data not available
"Renville County, North Dakota(6)",38075,Urban,* ,3 or fewer,*,*
"Republic County, Kansas(6)",20157,Rural,data not available ,data not available,data not available,data not available
"Reynolds County, Missouri(6)",29179,Rural,* ,3 or fewer,*,*
"Rice County, Kansas(6)",20159,Rural,data not available ,data not available,data not available,data not available
"Rich County, Utah(7)",49033,Rural,* ,3 or fewer,*,*
"Richardson County, Nebraska(6)",31147,Rural,* ,3 or fewer,*,*
"Richland County, Montana(6)",30083,Rural,* ,3 or fewer,*,*
"Riley County, Kansas(6)",20161,Urban,data not available ,data not available,data not available,data not available
"Ringgold County, Iowa(7)",19159,Rural,* ,3 or fewer,*,*
"Rio Blanco County, Colorado(6)",8103,Rural,* ,3 or fewer,*,*
"Rio Grande County, Colorado(6)",8105,Rural,* ,3 or fewer,*,*
"Ripley County, Indiana(6)",18137,Rural,data not available ,data not available,data not available,data not available
"Roberts County, South Dakota(6)",46109,Rural,* ,3 or fewer,*,*
"Roberts County, Texas(7)",48393,Rural,* ,3 or fewer,*,*
"Robertson County, Kentucky(7)",21201,Rural,* ,3 or fewer,*,*
"Rock County, Nebraska(6)",31149,Rural,* ,3 or fewer,*,*
"Roger Mills County, Oklahoma(6)",40129,Rural,* ,3 or fewer,*,*
"Rooks County, Kansas(6)",20163,Rural,data not available ,data not available,data not available,data not available
"Roosevelt County, Montana(6)",30085,Rural,* ,3 or fewer,*,*
"Roosevelt County, New Mexico(7)",35041,Rural,* ,3 or fewer,*,*
"Rosebud County, Montana(6)",30087,Rural,* ,3 or fewer,*,*
"Runnels County, Texas(7)",48399,Rural,* ,3 or fewer,*,*
"Rush County, Indiana(6)",18139,Rural,data not available ,data not available,data not available,data not available
"Rush County, Kansas(6)",20165,Rural,data not available ,data not available,data not available,data not available
"Russell County, Kansas(6)",20167,Rural,data not available ,data not available,data not available,data not available
"Sac County, Iowa(7)",19161,Rural,* ,3 or fewer,*,*
"Saguache County, Colorado(6)",8109,Rural,* ,3 or fewer,*,*
"Saline County, Kansas(6)",20169,Rural,data not available ,data not available,data not available,data not available
"Saline County, Nebraska(6)",31151,Rural,* ,3 or fewer,*,*
"San Augustine County, Texas(7)",48405,Rural,* ,3 or fewer,*,*
"San Juan County, Colorado(6)",8111,Rural,* ,3 or fewer,*,*
"San Juan County, Utah(7)",49037,Rural,* ,3 or fewer,*,*
"San Miguel County, Colorado(6)",8113,Rural,* ,3 or fewer,*,*
"San Saba County, Texas(7)",48411,Rural,* ,3 or fewer,*,*
"Sanborn County, South Dakota(6)",46111,Rural,* ,3 or fewer,*,*
"Sargent County, North Dakota(6)",38081,Rural,* ,3 or fewer,*,*
"Schleicher County, Texas(7)",48413,Rural,* ,3 or fewer,*,*
"Schley County, Georgia(7)",13249,Rural,* ,3 or fewer,*,*
"Schoolcraft County, Michigan(6)",26153,Rural,* ,3 or fewer,*,*
"Schuyler County, Illinois(7)",17169,Rural,* ,3 or fewer,*,*
"Schuyler County, Missouri(6)",29197,Rural,* ,3 or fewer,*,*
"Scotland County, Missouri(6)",29199,Rural,* ,3 or fewer,*,*
"Scott County, Arkansas(6)",5127,Rural,* ,3 or fewer,*,*
"Scott County, Illinois(7)",17171,Rural,* ,3 or fewer,*,*
"Scott County, Indiana(6)",18143,Rural,data not available ,data not available,data not available,data not available
"Scott County, Kansas(6)",20171,Rural,data not available ,data not available,data not available,data not available
"Searcy County, Arkansas(6)",5129,Rural,* ,3 or fewer,*,*
"Sedgwick County, Colorado(6)",8115,Rural,* ,3 or fewer,*,*
"Sedgwick County, Kansas(6)",20173,Urban,data not available ,data not available,data not available,data not available
"Seminole County, Georgia(7)",13253,Rural,* ,3 or fewer,*,*
"Seward County, Kansas(6)",20175,Rural,data not available ,data not available,data not available,data not available
"Shackelford County, Texas(7)",48417,Rural,* ,3 or fewer,*,*
"Shannon County, Missouri(6)",29203,Rural,* ,3 or fewer,*,*
"Sharkey County, Mississippi(6)",28125,Rural,* ,3 or fewer,*,*
"Shawnee County, Kansas(6)",20177,Urban,data not available ,data not available,data not available,data not available
"Shelby County, Indiana(6)",18145,Urban,data not available ,data not available,data not available,data not available
"Shelby County, Missouri(6)",29205,Rural,* ,3 or fewer,*,*
"Sheridan County, Kansas(6)",20179,Rural,data not available ,data not available,data not available,data not available
"Sheridan County, Montana(6)",30091,Rural,* ,3 or fewer,*,*
"Sheridan County, Nebraska(6)",31161,Rural,* ,3 or fewer,*,*
"Sheridan County, North Dakota(6)",38083,Rural,* ,3 or fewer,*,*
"Sherman County, Kansas(6)",20181,Rural,data not available ,data not available,data not available,data not available
"Sherman County, Nebraska(6)",31163,Rural,* ,3 or fewer,*,*
"Sherman County, Oregon(6)",41055,Rural,* ,3 or fewer,*,*
"Sherman County, Texas(7)",48421,Rural,* ,3 or fewer,*,*
"Shoshone County, Idaho(7)",16079,Rural,* ,3 or fewer,*,*
"Sierra County, California(7)",6091,Rural,* ,3 or fewer,*,*
"Sierra County, New Mexico(7)",35051,Rural,* ,3 or fewer,*,*
"Sioux County, Nebraska(6)",31165,Rural,* ,3 or fewer,*,*
"Sioux County, North Dakota(6)",38085,Rural,* ,3 or fewer,*,*
"Sitka Borough, Alaska(6)",2220,Rural,* ,3 or fewer,*,*
"Skagway Municipality, Alaska(6)",2230,Rural,* ,3 or fewer,*,*
"Skamania County, Washington(6)",53059,Urban,* ,3 or fewer,*,*
"Slope County, North Dakota(6)",38087,Rural,* ,3 or fewer,*,*
"Smith County, Kansas(6)",20183,Rural,data not available ,data not available,data not available,data not available
"Southeast Fairbanks Census Area, Alaska(6)",2240,Rural,* ,3 or fewer,*,*
"Spencer County, Indiana(6)",18147,Rural,data not available ,data not available,data not available,data not available
"Spink County, South Dakota(6)",46115,Rural,* ,3 or fewer,*,*
"St. Clair County, Missouri(6)",29185,Rural,* ,3 or fewer,*,*
"St. Joseph County, Indiana(6)",18141,Urban,data not available ,data not available,data not available,data not available
"Stafford County, Kansas(6)",20185,Rural,data not available ,data not available,data not available,data not available
"Stanley County, South Dakota(6)",46117,Rural,* ,3 or fewer,*,*
"Stanton County, Kansas(6)",20187,Rural,data not available ,data not available,data not available,data not available
"Stanton County, Nebraska(6)",31167,Rural,* ,3 or fewer,*,*
"Stark County, Illinois(7)",17175,Urban,* ,3 or fewer,*,*
"Starke County, Indiana(6)",18149,Rural,data not available ,data not available,data not available,data not available
"Steele County, North Dakota(6)",38091,Rural,* ,3 or fewer,*,*
"Sterling County, Texas(7)",48431,Rural,* ,3 or fewer,*,*
"Steuben County, Indiana(6)",18151,Rural,data not available ,data not available,data not available,data not available
"Stevens County, Kansas(6)",20189,Rural,data not available ,data not available,data not available,data not available
"Stevens County, Minnesota(6)",27149,Rural,* ,3 or fewer,*,*
"Stewart County, Georgia(7)",13259,Urban,* ,3 or fewer,*,*
"Stillwater County, Montana(6)",30095,Urban,* ,3 or fewer,*,*
"Stone County, Arkansas(6)",5137,Rural,* ,3 or fewer,*,*
"Stonewall County, Texas(7)",48433,Rural,* ,3 or fewer,*,*
"Storey County, Nevada(6)",32029,Urban,* ,3 or fewer,*,*
"Sublette County, Wyoming(6)",56035,Rural,* ,3 or fewer,*,*
"Sullivan County, Indiana(6)",18153,Urban,data not available ,data not available,data not available,data not available
"Sullivan County, Missouri(6)",29211,Rural,* ,3 or fewer,*,*
"Sullivan County, Pennsylvania(6)",42113,Rural,* ,3 or fewer,*,*
"Sully County, South Dakota(6)",46119,Rural,* ,3 or fewer,*,*
"Summit County, Colorado(6)",8117,Rural,* ,3 or fewer,*,*
"Sumner County, Kansas(6)",20191,Urban,data not available ,data not available,data not available,data not available
"Surry County, Virginia(6)",51181,Urban,* ,3 or fewer,*,*
"Sutton County, Texas(7)",48435,Rural,* ,3 or fewer,*,*
"Sweet Grass County, Montana(6)",30097,Rural,* ,3 or fewer,*,*
"Swift County, Minnesota(6)",27151,Rural,* ,3 or fewer,*,*
"Swisher County, Texas(7)",48437,Rural,* ,3 or fewer,*,*
"Switzerland County, Indiana(6)",18155,Rural,data not available ,data not available,data not available,data not available
"Talbot County, Georgia(7)",13263,Urban,* ,3 or fewer,*,*
"Taliaferro County, Georgia(7)",13265,Rural,* ,3 or fewer,*,*
"Tallahatchie County, Mississippi(6)",28135,Rural,* ,3 or fewer,*,*
"Taylor County, Georgia(7)",13269,Rural,* ,3 or fewer,*,*
"Taylor County, Iowa(7)",19173,Rural,* ,3 or fewer,*,*
"Tensas Parish, Louisiana(7)",22107,Rural,* ,3 or fewer,*,*
"Terrell County, Georgia(7)",13273,Urban,* ,3 or fewer,*,*
"Terrell County, Texas(7)",48443,Rural,* ,3 or fewer,*,*
"Teton County, Idaho(7)",16081,Rural,* ,3 or fewer,*,*
"Teton County, Montana(6)",30099,Rural,* ,3 or fewer,*,*
"Texas County, Oklahoma(6)",40139,Rural,* ,3 or fewer,*,*
"Thayer County, Nebraska(6)",31169,Rural,* ,3 or fewer,*,*
"Thomas County, Kansas(6)",20193,Rural,data not available ,data not available,data not available,data not available
"Thomas County, Nebraska(6)",31171,Rural,* ,3 or fewer,*,*
"Throckmorton County, Texas(7)",48447,Rural,* ,3 or fewer,*,*
"Thurston County, Nebraska(6)",31173,Rural,* ,3 or fewer,*,*
"Tillman County, Oklahoma(6)",40141,Rural,* ,3 or fewer,*,*
"Tippecanoe County, Indiana(6)",18157,Urban,data not available ,data not available,data not available,data not available
"Tipton County, Indiana(6)",18159,Urban,data not available ,data not available,data not available,data not available
"Todd County, Kentucky(7)",21219,Rural,* ,3 or fewer,*,*
"Todd County, South Dakota(6)",46121,Rural,* ,3 or fewer,*,*
"Toole County, Montana(6)",30101,Rural,* ,3 or fewer,*,*
"Torrance County, New Mexico(7)",35057,Urban,* ,3 or fewer,*,*
"Towner County, North Dakota(6)",38095,Rural,* ,3 or fewer,*,*
"Traill County, North Dakota(6)",38097,Rural,* ,3 or fewer,*,*
"Traverse County, Minnesota(6)",27155,Rural,* ,3 or fewer,*,*
"Treasure County, Montana(6)",30103,Rural,* ,3 or fewer,*,*
"Trego County, Kansas(6)",20195,Rural,data not available ,data not available,data not available,data not available
"Treutlen County, Georgia(7)",13283,Rural,* ,3 or fewer,*,*
"Trimble County, Kentucky(7)",21223,Rural,* ,3 or fewer,*,*
"Trinity County, California(7)",6105,Rural,* ,3 or fewer,*,*
"Tripp County, South Dakota(6)",46123,Rural,* ,3 or fewer,*,*
"Tucker County, West Virginia(6)",54093,Rural,* ,3 or fewer,*,*
"Tunica County, Mississippi(6)",28143,Urban,* ,3 or fewer,*,*
"Turner County, Georgia(7)",13287,Rural,* ,3 or fewer,*,*
"Turner County, South Dakota(6)",46125,Urban,* ,3 or fewer,*,*
"Twiggs County, Georgia(7)",13289,Urban,* ,3 or fewer,*,*
"Tyler County, West Virginia(6)",54095,Rural,* ,3 or fewer,*,*
"Tyrrell County, North Carolina(6)",37177,Rural,* ,3 or fewer,*,*
"Union County, Indiana(6)",18161,Rural,data not available ,data not available,data not available,data not available
"Union County, Kentucky(7)",21225,Rural,* ,3 or fewer,*,*
"Union County, New Mexico(7)",35059,Rural,* ,3 or fewer,*,*
"Upton County, Texas(7)",48461,Rural,* ,3 or fewer,*,*
"Valdez-Cordova Census Area, Alaska(6)",2261,Rural,* ,3 or fewer,*,*
"Valley County, Montana(6)",30105,Rural,* ,3 or fewer,*,*
"Valley County, Nebraska(6)",31175,Rural,* ,3 or fewer,*,*
"Van Buren County, Iowa(7)",19177,Rural,* ,3 or fewer,*,*
"Van Buren County, Tennessee(6)",47175,Rural,* ,3 or fewer,*,*
"Vanderburgh County, Indiana(6)",18163,Urban,data not available ,data not available,data not available,data not available
"Vermillion County, Indiana(6)",18165,Urban,data not available ,data not available,data not available,data not available
"Vigo County, Indiana(6)",18167,Urban,data not available ,data not available,data not available,data not available
"Wabash County, Indiana(6)",18169,Rural,data not available ,data not available,data not available,data not available
"Wabaunsee County, Kansas(6)",20197,Urban,data not available ,data not available,data not available,data not available
"Wahkiakum County, Washington(6)",53069,Rural,* ,3 or fewer,*,*
"Wallace County, Kansas(6)",20199,Rural,data not available ,data not available,data not available,data not available
"Wallowa County, Oregon(6)",41063,Rural,* ,3 or fewer,*,*
"Walworth County, South Dakota(6)",46129,Rural,* ,3 or fewer,*,*
"Ward County, Texas(7)",48475,Rural,* ,3 or fewer,*,*
"Warren County, Georgia(7)",13301,Rural,* ,3 or fewer,*,*
"Warren County, Indiana(6)",18171,Urban,data not available ,data not available,data not available,data not available
"Warrick County, Indiana(6)",18173,Urban,data not available ,data not available,data not available,data not available
"Washakie County, Wyoming(6)",56043,Rural,* ,3 or fewer,*,*
"Washington County, Colorado(6)",8121,Rural,* ,3 or fewer,*,*
"Washington County, Indiana(6)",18175,Urban,data not available ,data not available,data not available,data not available
"Washington County, Kansas(6)",20201,Rural,data not available ,data not available,data not available,data not available
"Washington County, North Carolina(6)",37187,Rural,* ,3 or fewer,*,*
"Washita County, Oklahoma(6)",40149,Rural,* ,3 or fewer,*,*
"Watonwan County, Minnesota(6)",27165,Rural,* ,3 or fewer,*,*
"Wayne County, Indiana(6)",18177,Rural,data not available ,data not available,data not available,data not available
"Wayne County, Iowa(7)",19185,Rural,* ,3 or fewer,*,*
"Wayne County, Mississippi(6)",28153,Rural,* ,3 or fewer,*,*
"Wayne County, Missouri(6)",29223,Rural,* ,3 or fewer,*,*
"Wayne County, Nebraska(6)",31179,Rural,* ,3 or fewer,*,*
"Wayne County, Utah(7)",49055,Rural,* ,3 or fewer,*,*
"Webster County, Georgia(7)",13307,Rural,* ,3 or fewer,*,*
"Webster County, Kentucky(7)",21233,Rural,* ,3 or fewer,*,*
"Webster County, Nebraska(6)",31181,Rural,* ,3 or fewer,*,*
"Webster County, West Virginia(6)",54101,Rural,* ,3 or fewer,*,*
"Wells County, Indiana(6)",18179,Urban,data not available ,data not available,data not available,data not available
"Wells County, North Dakota(6)",38103,Rural,* ,3 or fewer,*,*
"Weston County, Wyoming(6)",56045,Rural,* ,3 or fewer,*,*
"Wheatland County, Montana(6)",30107,Rural,* ,3 or fewer,*,*
"Wheeler County, Georgia(7)",13309,Rural,* ,3 or fewer,*,*
"Wheeler County, Nebraska(6)",31183,Rural,* ,3 or fewer,*,*
"Wheeler County, Oregon(6)",41069,Rural,* ,3 or fewer,*,*
"Wheeler County, Texas(7)",48483,Rural,* ,3 or fewer,*,*
"White County, Indiana(6)",18181,Rural,data not available ,data not available,data not available,data not available
"White Pine County, Nevada(6)",32033,Rural,* ,3 or fewer,*,*
"Whitley County, Indiana(6)",18183,Urban,data not available ,data not available,data not available,data not available
"Wibaux County, Montana(6)",30109,Rural,* ,3 or fewer,*,*
"Wichita County, Kansas(6)",20203,Rural,data not available ,data not available,data not available,data not available
"Wilcox County, Alabama(6)",1131,Rural,* ,3 or fewer,*,*
"Wilcox County, Georgia(7)",13315,Rural,* ,3 or fewer,*,*
"Wilkes County, Georgia(7)",13317,Rural,* ,3 or fewer,*,*
"Wilkinson County, Georgia(7)",13319,Rural,* ,3 or fewer,*,*
"Wilkinson County, Mississippi(6)",28157,Rural,* ,3 or fewer,*,*
"Williamsburg City, Virginia(6)",51830,Urban,* ,3 or fewer,*,*
